PRODUCT_TYPE_NO,CAPTION,STOCK_MESSAGE,ACTIVE,
1667,9x12 Canvas Print,In Stock,TRUE,
1668,12x16 Canvas Print,In Stock,TRUE,
1669,18x24 Canvas Print,In Stock,TRUE,
1670,Bath Towel,In Stock,TRUE,
1671,Hand Towel,In Stock,FALSE,
1672,Laundry Bag,In Stock,TRUE,
1673,Twin Comforter,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1674,Twin XL Comforter,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1675,Queen/Full Comforter,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1676,King Comforter,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1677,"84 Curtains""",Temporarily Out of Stock,TRUE,
1678,Apple Watch Band,In Stock,TRUE,
1679,Apple Watch Band,In Stock,TRUE,
1680,"96 Curtains""",Temporarily Out of Stock,TRUE,
1681,Gift Bag,In Stock,TRUE,
1682,Stocking,Temporarily Out of Stock,TRUE,
1683,iPhone 11 Pro Max Tough Case,"In Stock, will ship in 2-3 business days (shipped separately)",FALSE,
1684,Small Plush Fleece Throw Blanket,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1685,Large Plush Fleece Throw Blanket,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1686,NOT USING - Small Arctic,"In Stock, will ship in 2-3 business days (shipped separately)",FALSE,
1687,NOT USING - Large Arctic,"In Stock, will ship in 2-3 business days (shipped separately)",FALSE,
1688,Large Sherpa Fleece Throw Blanket,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1689,Rectangle Ornament,In Stock,TRUE,
1690,Heart Ornament,In Stock,TRUE,
1691,Print,In Stock,TRUE,
1692,DO NOT USE,In Stock,FALSE,
1693,DO NOT USE,In Stock,FALSE,
1694,Print,In Stock,TRUE,
1695,DO NOT USE,In Stock,FALSE,
1696,DO NOT USE,In Stock,FALSE,
1697,Gift Tag Ornament,In Stock,TRUE,
1698,Square Ornament,In Stock,TRUE,
1699,Scroll Ornament,In Stock,FALSE,
1700,Baby Bodysuit,In Stock,FALSE,
1701,Long Sleeve Baby Bodysuit,Temporarily Out of Stock,FALSE,
1702,Baby Bodysuit,In Stock,FALSE,
1703,Drinking Glass,In Stock,FALSE,
1704,Pillowcase,In Stock,FALSE,
1705,Woven Blanket,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1706,Acrylic Bell Ornament,In Stock,TRUE,
1707,Acrylic Star Ornament,In Stock,FALSE,
1708,Acrylic Heart Ornament,In Stock,TRUE,
1709,Sparkle Light Ornament,In Stock,TRUE,
1710,Tree Skirt,In Stock,TRUE,
1711,LED Votive Candle,In Stock,TRUE,
1712,Scarf,Temporarily Out of Stock,TRUE,
1713,iPhone 14 Tough Case,In Stock,TRUE,
1714,iPhone 14 Slim Case,In Stock,TRUE,
1715,iPhone 14 Pro Tough Case,In Stock,TRUE,
1716,iPhone 14 Pro Slim Case,In Stock,TRUE,
1717,iPhone 14 Pro Max Tough Case,In Stock,TRUE,
1718,iPhone 14 Pro Max Slim Case,In Stock,TRUE,
1719,iPhone 14 Plus Tough Case,In Stock,TRUE,
1720,iPhone 14 Plus Slim Case,In Stock,TRUE,
1721,Women's Crewneck Sweatshirt,In Stock,TRUE,
1722,Double-Sided Yard Sign,In Stock,TRUE,
1723,Circle Keychain,In Stock,TRUE,
1724,Heart Keychain,In Stock,TRUE,
1725,Rectangle Keychain,In Stock,TRUE,
1726,Round Ornament,In Stock,FALSE,
1727,Oval Ornament,In Stock,TRUE,
1728,Rustic Wood Ornament,In Stock,TRUE,
1729,Banner - 6 ft,In Stock,TRUE,
1730,Banner - 8 ft,In Stock,TRUE,
1731,Scarf,Temporarily Out of Stock,TRUE,
1732,Circle Necklace,In Stock,TRUE,
1733,Heart Necklace,In Stock,TRUE,
1734,Men's Long Sleeve Pajamas ,Temporarily Out of Stock,TRUE,
1735,Women's Long Sleeve Pajamas,Temporarily Out of Stock,TRUE,
1736,Men's Long Sleeve Pajamas,In Stock,TRUE,
1737,Women's Long Sleeve Pajamas,In Stock,TRUE,
1738,Men's Long Sleeve Pajamas,In Stock,TRUE,
1739,Women's Long Sleeve Pajamas,In Stock,TRUE,
1740,Outdoor Pillow,In Stock,TRUE,
1741,2x3 Area Rug,"In Stock, will ship in 2-3 business days (shipped separately)",FALSE,
1742,Samsung Galaxy S23 Tough Case,In Stock,TRUE,
1743,Samsung Galaxy S23 Slim Case,In Stock,FALSE,
1744,Samsung Galaxy S23+ Tough Case,In Stock,TRUE,
1745,Samsung Galaxy S23+ Slim Case,In Stock,FALSE,
1746,Samsung Galaxy S23 Ultra Tough Case,In Stock,TRUE,
1747,Samsung Galaxy S23 Ultra Slim Case,In Stock,FALSE,
1748,Women's Zip-Up Hoodie,In Stock,FALSE,
1749,Women's Hooded Sweatshirt,Temporarily Out of Stock,FALSE,
1750,Jewelry Box,In Stock,TRUE,
1751,Joy Ornament,In Stock,TRUE,
1752,Mitten Ornament,In Stock,TRUE,
1753,Acrylic Circle Ornament,In Stock,TRUE,
1754,Playing Cards,In Stock,TRUE,
1755,Garden Flag,In Stock,TRUE,
1756,Heart Shaped Jewelry Box,In Stock,TRUE,
1757,Sippy Cup,In Stock,TRUE,
1758,Wood Cutting Board,In Stock,TRUE,
1759,iPhone 15 Tough Case,In Stock,TRUE,
1760,iPhone 15 Slim Case,In Stock,TRUE,
1761,iPhone 15 Pro Tough Case,In Stock,TRUE,
1762,iPhone 15 Pro Slim Case,In Stock,TRUE,
1763,iPhone 15 Pro Max Tough Case,In Stock,TRUE,
1764,iPhone 15 Pro Max Slim Case,In Stock,TRUE,
1765,iPhone 15 Plus Tough Case,In Stock,TRUE,
1766,iPhone 15 Plus Slim Case,In Stock,TRUE,
1767,Samsung Galaxy S24 Tough Case,In Stock,TRUE,
1768,Samsung Galaxy S24 Slim Case,In Stock,FALSE,
1769,Samsung Galaxy S24+ Tough Case,In Stock,TRUE,
1770,Samsung Galaxy S24+ Slim Case,In Stock,FALSE,
1771,Samsung Galaxy S24 Ultra Tough Case,In Stock,TRUE,
1772,Samsung Galaxy S24 Ultra Slim Case,In Stock,FALSE,
1773,Backpack,In Stock,TRUE,
1774,Lunch Box,In Stock,TRUE,
1775,Outdoor Blanket,"In Stock, will ship in 2-3 business days (shipped separately)",TRUE,
1776,Kids Socks,In Stock,TRUE,
1777,Adult Socks,In Stock,TRUE,
1778,Pencil Case,In Stock,TRUE,
1779,iPhone 16 Tough Case,In Stock,TRUE,
1780,iPhone 16 Slim Case,In Stock,TRUE,
1781,iPhone 16 Pro Tough Case,In Stock,TRUE,
1782,iPhone 16 Pro Slim Case,In Stock,TRUE,
1783,iPhone 16 Pro Max Tough Case,In Stock,TRUE,
1784,iPhone 16 Pro Max Slim Case,In Stock,TRUE,
1785,iPhone 16 Plus Tough Case,In Stock,TRUE,
1786,iPhone 16 Plus Slim Case,In Stock,TRUE,
1787,Hand Towel,In Stock,TRUE,
1788,Thor 40 oz. Eco-Friendly Straw Tumbler,In Stock,TRUE,
1789,Simple Modern Trek 40 oz. Tumbler,In Stock,TRUE,
1790,Pinnacle 40 oz. Insulated Travel Tumbler,In Stock,TRUE,
1791,Wood Coaster (Single),In Stock,FALSE,
1792,Oversized Beach Towel,In Stock,TRUE,
1793,Vase,In Stock,TRUE,
1794,Flower Pot,In Stock,TRUE,
1795,Frosted Candle,In Stock,TRUE,
1796,Canister Candle,In Stock,TRUE,
1797,iPhone 16 MagSafe Case,In Stock,TRUE,
1798,iPhone 16 Pro MagSafe Case,In Stock,TRUE,
1799,iPhone 16 Pro Max MagSafe Case,In Stock,TRUE,
1800,iPhone 16 Plus MagSafe Case,In Stock,TRUE,
1801,Wood Coaster,In Stock,TRUE,
1802,Wood Coasters (Set of 4),In Stock,TRUE,
1803,Wood Coasters (Set of 4 w/ Holder),In Stock,TRUE,
1804,Small Pet Bowl,In Stock,TRUE,
1805,Large Pet Bowl,In Stock,TRUE,
1806,Samsung Galaxy S25 Tough Case,In Stock,TRUE,
1807,Samsung Galaxy S25+ Tough Case,In Stock,TRUE,
1808,Samsung Galaxy S25 Ultra Tough Case,In Stock,TRUE,
